PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,class
-128224529091542.62,-664076173643.8247,-40796515.74659995,9963938.939315617,-14410069.800794847,342149.27676302847,-52445.4936394721,-28125.466892606186,3980.6181555698495,5317.5329318909935,BENIGN
507688349708124.4,-357186458274.2851,124125801.72006725,-49574420.77756089,-25576832.604409233,20141.333172070794,-39200.087197224035,-45956.469719224624,16572.395780433257,-211113.95220985758,BENIGN
103869881515902.94,-454557063823.2965,-2256825.9422754347,800588.7462510392,3383314.8738242052,-2434411.07976815,53249.849097788276,42689.877933115284,-11936.261599017502,108304.26072016836,BENIGN
124758297393635.75,5160256684097.169,-753226196.99747,383571314.65733254,9888481.082972523,-6225050.203830954,251521.53944235318,265593.84516921063,-28444.77527157012,-148654.8948919375,BENIGN
-41276604031537.56,2017641992378.8335,-59606841.971739374,-20169039.21404871,32567572.168328393,-4672719.933057346,133935.14810501694,95185.74162463154,-31264.558021421773,383470.85993439966,BENIGN
-37200465145021.81,-520405350022.42236,24475929.675636858,-27325207.95337389,5681535.853023503,18734058.4653752,-404347.0523569062,33987.3079026723,12688.370071616922,-2469.589876958744,BENIGN
43708923128836.0,257771528591.20166,-101051487.834421,46755988.390756935,36063965.26991971,29371115.134499133,-608169.6204356366,61853.16415659019,1909.188045390325,265798.50423536,BENIGN
-76443723745465.6,-647127923044.7666,-20940660.347993806,990721.5664750785,-19084901.98416201,-2741697.859348369,19907.176463424697,-32998.28543470004,7059.217888860672,-67914.30795894096,BENIGN
21373179964572.125,-561472106613.3528,25584815.07241355,-22563069.588776264,-10607397.649711676,-1754041.4299583284,21512.3295759572,-31806.705920446533,5963.8672567658505,-77427.2527167325,BENIGN
-262884430605555.62,-722597843617.2458,-56827102.03913794,10026359.92540158,-17188182.3598316,-1550173.12403119,-6962.281429878172,-22369.943815066876,3886.4004978134944,-47569.88794066599,BENIGN
-167331314380880.38,-653541493044.4915,-71449895.2447059,26329032.81442957,-9746217.335770845,-1828829.6260786757,12307.597731650869,-28154.548228057927,3718.19217103337,-1445.8388312886127,BENIGN
-209655268861022.94,-707960323494.049,-71274728.32610595,23804845.0795157,-17129238.48273068,-1405327.986152853,-27439.79176348021,-10390.919782833811,-986.5903720662391,63152.153404053,BENIGN
-195766585410920.1,-185696784360.24927,-219235195.72607732,113598972.29615992,14865316.58938073,3192020.049626767,-248087.310773726,239658.73783233864,-85097.82069333362,1353134.2673978035,BENIGN
-223328109339923.38,-621202711053.7527,-106269087.66207385,43992107.495993964,-6176923.705971938,-2107014.8212969312,-782.4190232757974,35155.90376983541,-12155.473531080053,199798.2696205795,BENIGN
357939849032709.0,-250914616708.307,14238234.853192583,7200540.430201549,8969363.04781076,-4805715.127291461,158998.47036935372,-3790.7376334918335,580.7379469541302,-135208.83138361893,BENIGN
-131841384531024.47,-681468464180.1488,-32129578.93782986,4272439.286571745,-24081116.97496774,2902351.7660063324,-122907.12693020012,-13110.379949237744,9092.630804422563,-56139.373376104464,BENIGN
-118672254603120.81,-665770907625.0725,-24320170.309292823,-68793.61128859594,-22147186.456744395,6729717.419286517,-190821.9340616867,4470.0825520593535,13014.716230410337,-118759.72586546114,BENIGN
-143521760361138.25,-693829357640.0914,-42648051.170137346,10318805.6992211,-24680983.757113103,-1988882.1916966368,-14131.296462667673,-37893.19408801,9509.832602728151,-52223.17640949854,BENIGN
-207686323509377.44,-722028409472.5173,-68673023.64219858,22422274.39507354,-23566673.23733949,-1538540.709293649,-30059.54712885433,-25942.238108932816,6307.115648376315,612.2450197005746,BENIGN
-31028830111849.688,1862234505289.7324,33695814.19520913,-77501238.76778515,61482387.125529245,-406438.9193018335,145216.20550619732,-60642.74592080104,-3830.0394355484423,90632.9709131539,BENIGN
13066893030096.688,3528315258138.117,421951889.28486466,-356929795.17641205,60808651.04574995,-2231806.1135460823,166324.89227577185,-180272.150391179,15064.400182315203,59039.16101956489,BENIGN
-226461504633978.4,-714755612178.0251,-78264451.0270406,26956067.60770462,-18475507.825948685,-3573037.3343246635,29531.33395344656,-12766.620220843259,2099.0909429924177,14012.605407472372,BENIGN
-191782387261903.94,-721014041500.3805,-57831873.373972066,16654655.323647415,-27401662.93658153,-2608865.4528501965,-9804.17628399984,-31445.099343983726,8186.03378347414,-28329.468523811804,BENIGN
26760590419699.188,339281898633.30774,202292225.01242596,-153860848.29792908,45003583.65020989,-920533.5069916439,160927.89932662313,-102225.59364238946,16527.17564401437,-201852.17896649512,BENIGN
-54802409140417.94,-624983140479.4639,-30718322.565152727,9158543.434368681,-16396333.962713059,1680572.0265798303,-111533.8016158032,-6243.6942936062205,-1537.4066307384855,148093.6365593223,BENIGN
153619636831043.8,-288323515864.9083,58182664.423655346,-37792942.427497864,15429681.752275098,-874978.706444527,73951.70283079451,-58675.47663763713,8831.900450709858,-123002.76054104662,BENIGN
-86955551424921.81,-666369478434.8566,-30629550.44061324,6898491.791635204,-27986452.281723652,-1079277.2831913475,-52747.84021507285,-21146.50914713236,7540.281335349144,6863.201511710518,BENIGN
-72557874667578.44,-614862930172.1835,-2366568.7297064066,-11392395.77348515,-9646148.840432141,9558060.261036195,-219684.2611087686,2438.9770524927008,14203.842788919621,-127461.61437013213,BENIGN
-23269937029700.875,1202454591776.3481,141939815.35862732,-134541817.4770652,47893489.08736661,29560696.213938527,-561033.6811425263,-12550.5240267421,22432.28821041872,79621.72598051635,BENIGN
103562316068140.88,-483115952803.36426,-2724487.030267924,1141655.2505368926,-900137.9070960097,-754183.1791181955,29920.90902842426,-47352.88252100146,8405.561074892645,-122427.59947779059,BENIGN
-82207750883861.84,-651056776690.0933,-21250297.069566354,788829.7882499434,-19807589.17652304,4962752.425265813,-152613.12193196555,-5141.569136125312,9800.089474200755,-80266.14183351921,BENIGN
-157552600352959.72,-688370569515.7086,-39215466.16508789,6853780.213244244,-21335245.880777657,4389512.541674627,-150134.91406963102,-3716.265841892702,8130.593290651526,-49399.59043651572,BENIGN
35346640911410.56,-575165322162.6644,11858447.971081913,-12210652.052915405,-13009256.02645168,3915593.1088840053,-113145.61874954177,-20018.73153370322,10079.88212860253,-78125.4741871792,BENIGN
14474750009271.812,-567595999348.8187,22562492.9081088,-20970961.580232847,-9396384.892187301,3708856.7860098793,-107890.44088790198,-23133.07589188528,7723.835740245791,-33491.0107857278,BENIGN
265852849625747.62,-310563342587.2062,147362887.27344334,-85654556.24307619,661247.0775791518,8002360.50852005,-166672.17492784766,-27486.55166109847,15813.884261833711,-96164.47929890781,BENIGN
-207639435915103.78,-712045245498.9325,-70129073.92344202,23210925.73418255,-19315388.028951332,-1545321.8178060194,-20517.080973126198,-13203.502366826646,2226.02813218761,10090.113682480755,BENIGN
-199532868301029.97,-710758538309.533,-52915523.44290213,12627966.672641143,-18944181.634139873,-1845570.3296758414,-6326.007316287034,-22412.534599004426,4103.981262482444,-30955.852173410498,BENIGN
234492661382028.75,-302972186163.95715,24461220.800994024,-8134541.078584317,2177042.733951006,1084367.8723862157,-53126.85010116662,54668.666960991286,-14291.466073176392,223307.20958274344,BENIGN
-203558667876758.44,-484818286016.2122,50233109.914134696,-58880896.121369496,-6902646.278710123,5568086.962309238,-126222.09682651234,22063.26487508342,5899.286170923675,-84512.52028023353,BENIGN
40985785832822.25,-296983111045.4703,-17629063.699240252,2440959.1085346527,14795021.63307761,-3185269.0809219363,109524.3562945206,43645.60385361048,-11892.619230012566,69236.96075432954,BENIGN
158488614752785.56,-259133743952.91217,31464234.270689607,-20759100.37145057,21005868.454477508,-8609393.963523228,286958.42223048856,-35771.05593732234,2556.7010107101523,-200364.09012989735,BENIGN
343752904473887.4,-349508394184.66394,43592833.731089935,-10393761.554024208,-7391470.64594562,-975905.7502329261,-20808.785021646952,133397.15465207933,-19395.211488065645,215405.08591829764,BENIGN
447642671746955.0,-271219494746.00684,88254262.10739692,-32653119.731649887,5263010.620222155,-4381798.456160678,128994.83502105379,40506.011572064715,-4373.894983116501,-58186.60076135475,BENIGN
-155105350972462.7,1152467807166.6333,-372000487.1318337,188028621.3171075,58138133.54614797,-540637.5657426589,184066.2184146974,-44959.308638138755,-5763.963740353964,-105907.51473373579,BENIGN
-178163775558842.84,-634217379526.1683,807191.1598161757,-21938270.516409393,-4918134.028024975,-3479635.2363583907,74320.3714799821,-40737.73655103554,6097.084528056708,-80264.22183593996,BENIGN
-236359899420701.3,-106537643809.26025,-205240054.61647707,97414195.2468528,26827960.814004216,-7266715.83772775,203958.70384993465,55251.9735562175,-24972.917733462236,220276.83524653988,BENIGN
94787242290144.94,-557266269659.3225,16666901.315750182,-10762424.55329832,-16166643.546935624,-3511537.256337134,55843.04999511859,-34487.021289393335,8968.10524069042,-125722.07420483162,BENIGN
-98202427534451.56,340129221891.1305,-19685368.157643154,-18409089.461368892,43659766.485288456,-984715.4231305011,-341.47039746374503,142457.37538638603,-59051.935649774765,860257.9407004459,BENIGN
-59429686719723.94,-579908407360.318,27707485.100105733,-30547091.187065203,-2977514.7021831647,-1619261.4131806765,49143.17998194606,-58362.523231416446,12031.043697687532,-155601.9175030196,BENIGN
27737411246809.188,-598345277288.6339,3414388.80779846,-6978163.400698084,-19469584.95079976,-234657.63903288497,-35742.79001890748,-36987.12292969819,10401.654307938126,-89838.59230855582,BENIGN
147641905422414.3,-509317329896.7357,18288100.615567774,-7781216.371301364,-12838600.792690538,-1040432.631832764,-31830.53977195439,16795.356797803426,-5545.746520764445,117690.97965006216,BENIGN
51616155959088.875,-560382581833.482,-2723015.818543583,-1586757.5212290324,-11778292.698516559,-2615551.76824193,30598.667665224424,-18922.757758631873,2475.326791375417,-30128.798934741262,BENIGN
-204204626738214.2,670429477771.3282,59132379.59414925,-86248249.1139743,42282405.31364341,15101385.92481986,-239019.11784994596,-12326.680224628188,10241.084150188337,-1375.3326910518408,BENIGN
-252103080157365.38,1154975836885.7134,252338997.3810385,-224758324.57207888,41365010.299104914,12064362.04282319,-179129.24431513532,-71142.46126083765,17997.25460033841,-50284.78190600165,BENIGN
202518589279733.88,-280587293434.41504,106766267.0343992,-65325433.29181807,13470496.111796822,8968504.82488021,-142651.10223921234,-28092.549519911165,17011.791682556275,-144547.02950242205,BENIGN
-97703051927566.9,2567413613501.741,120211365.25813587,-152950895.40057117,65331685.58722122,-570852.4610508,187421.0802205426,-151069.37836994065,16388.049852239837,-151694.56755692762,BENIGN
-148715611253997.5,-365590455740.79694,95700679.2120447,-86284653.16811067,24181635.59360769,-6002789.018641172,222102.48515723465,-97287.4801575575,12177.860327136597,-202904.78420825367,BENIGN
-179026513090622.0,2176880110623.276,-36431169.35905109,-50383424.080941245,60493547.82059306,7386356.092076493,-37770.55142452684,-61630.071072920284,810.9633876584194,91320.25063858015,BENIGN
-213793032332990.88,-727941935288.4619,-58656654.394799486,15412458.694598842,-22456819.62858367,-1869820.076245477,-10789.37765076206,-38661.31282442075,8308.560332960915,-56548.337334788186,BENIGN
-112637141549377.16,-650791756576.8438,-24191443.894787714,62460.63988953829,-11373099.808472667,-2404845.901080788,35415.515865666806,-47834.9577382998,8447.545632105124,-94674.90413683435,BENIGN
24776094943524.312,-584367694870.8291,-17484990.779112354,6340507.345998745,-18125883.54490649,-336462.5377405877,-51713.39889921462,-5245.748162192056,2209.7934707672757,50689.46518890854,BENIGN
-62975870690506.44,-643617334417.8995,-25921076.79726948,5573322.510546755,-20331954.501791287,-2387278.1101902933,-7334.697653143485,21180.511542893983,-1289.734928247708,62385.4799359394,BENIGN
-16190889461193.312,-627984331750.3616,-13405380.428765282,883260.8515232243,-25484461.856636878,-2590955.4309560955,3980.966304969026,4197.981886271933,6395.905601775525,-53374.818863418936,BENIGN
-135408879056261.88,-660546230688.025,-25201460.018006295,-1005444.1166335419,-12712861.442595638,-4095585.097125016,71602.47917571364,-36729.73420372896,5520.508239695133,-90835.55732623774,BENIGN
-59842325378656.25,-625220164749.4309,-10507932.459388614,-4828462.8528947495,-13430557.686745387,-3737086.4958075155,62268.994028087865,-34259.05438305168,6487.212299501538,-91244.115142616,BENIGN
-268178402955378.44,993717702369.5121,-201550315.88188344,72473361.22581872,23326829.460214872,24390787.693738706,-589038.9335255449,126877.07638504135,-23592.16974083052,590139.1114485166,BENIGN
-193505075849536.12,-513853649177.3688,-62394363.536736675,15974802.195195789,7606074.679971371,4531177.786480272,-119921.70052973666,-14992.928915800734,-4249.153376759088,173952.20405584926,BENIGN
-130486948934138.94,-627831350116.8978,-11193518.196458712,-10119226.988462556,-10252110.094820455,-1781277.4304317813,13539.939867708537,-8318.919111378043,1960.786215515447,-14496.857471606003,BENIGN
-190715257482465.0,-590776054161.9402,-34322254.266745746,-972136.4356126562,4819514.513984691,-4116268.5272381417,109627.21863072629,-24832.81336916237,-885.6505483466499,-47377.308975497246,BENIGN
-26871966091162.438,-424460486447.07715,-56689086.558698036,24771137.09370157,7221731.847311262,-2304786.79587874,34900.123723495155,50231.46601613644,-17514.108069723043,234606.80791742768,BENIGN
-53418346995226.0,8441760568473.943,437730944.7527826,-466131046.8047788,33260031.2019027,-13517189.974149883,467292.789411396,-135570.84474386604,42862.59833209992,-567351.9450020173,BENIGN
-83349012054606.22,-599261041318.868,7599268.883286744,-19057669.885524843,-6361796.4941849,-3423237.8273103386,71378.56820308408,-47041.69705570219,4224.756709489589,-89922.24253259614,BENIGN
74517768326336.38,-232905071160.80396,131004894.37770577,-92691917.15677541,22052472.4874879,-5094084.715079882,183532.06532305805,-70291.68360657454,6339.3332423282045,-109732.19138291953,BENIGN
372964926081664.0,-344318061401.85974,100146972.76064743,-45355819.828751385,-645145.7274388298,-3403276.0900072255,88576.62998713696,-6422.233845199866,2162.7463929650876,-80979.21139040167,BENIGN
424944310512674.75,-296450209993.67255,129083008.5408781,-60859350.78170097,2414791.3027953096,-3805235.3734184336,120706.96920115185,-43321.959071616046,8911.456840848128,-181940.93866239645,BENIGN
12822866910750.375,-504972031079.61316,-11571154.020492196,-16347.715704906732,-3321977.5881831683,-2166754.6229349826,35411.10996192324,13362.517861967772,-3589.8020830632813,33709.78189707384,BENIGN
-170132864001291.3,-596605056024.9828,-33664573.250214346,345049.214787174,3979927.8899451606,-3262948.6658461136,93472.58183298878,-55251.96545310525,6265.669006823518,-92091.95626623846,BENIGN
-112211068678155.1,-616527784191.7396,-9731637.435050517,-9768301.776746374,-5977134.056764845,537916.8549948065,-30365.712507427477,-33640.35207755765,5724.560246979378,-21554.790515652232,BENIGN
30486573705825.125,94712235304.46606,-67865950.40613887,26394383.210408337,35857363.44040109,-8635160.957875222,315490.0793095509,2207.161608454495,-6643.767718944608,-113547.83458018716,BENIGN
72816347323048.12,-327007636481.9502,-18287889.46149358,5947680.647739373,16748652.199023578,-5719268.628745556,175164.05130098187,-9275.815155279592,-7220.536234525112,2461.721391880754,BENIGN
136013355456889.5,-282921164455.6631,38612572.51713644,-26767115.671448465,23446133.09978238,-9628151.157489179,309545.78111949476,-32833.98058561113,1074.163435088558,-172853.85861409473,BENIGN
249434775670223.5,-454596110481.3766,63305320.626983896,-29943349.26568384,-7570634.036090285,-4435469.459112238,107017.48899792538,-20788.45108797607,6036.845447956868,-150376.5890169051,BENIGN
444133026006370.25,-372565993123.68646,110485632.3103273,-45597720.93207328,-14389058.555787541,-2158296.74634379,34437.72637512407,7044.088245716546,5452.141942691262,-125227.048512574,BENIGN
124850923767554.0,-103418132451.89062,206486165.9781912,-139809203.86535037,21421140.316980075,-6835351.136554187,221443.91156148043,-77014.9195784781,5777.2599071894,-95724.10696282148,BENIGN
-65184654619885.0,-340945243945.3836,23926729.33093892,-30938503.881922383,14148036.05690534,-3639951.088820137,-1412.7125732311952,259912.55687583977,-67744.11810833965,891531.5570166016,BENIGN
120026791794730.56,-503056732109.21454,28594236.399971023,-17337204.126350094,-6106977.160618156,-96513.97761140205,-3017.4844935464926,-38569.77384278315,9072.393690575267,-97937.35884991245,BENIGN
108597610010480.25,-453171781648.2318,21689827.246822834,-14825843.211151693,4310096.438488152,-2434091.4806159716,82179.26194732502,-49833.812538853344,8006.625530295518,-126308.42614518228,BENIGN
116752039629396.06,-394187215680.6012,19672112.43303126,-13542230.194741119,4159852.244446244,-4766723.293372415,115023.12321648732,43982.15163382076,-9189.867940776314,54985.2737188776,BENIGN
94635284493923.19,-472749863533.55304,2124377.2520234585,-2321208.529467702,-3814045.4106316306,-1974006.7157014085,12635.545501709137,65418.99212958164,-15640.627853587659,181312.77918359166,BENIGN
167004499622648.06,3476061494288.7285,-333439831.3472863,147520290.94559994,39424376.14477602,-3991772.676519381,167957.9718444489,217315.34258294952,-44463.611632818865,369553.27107963874,BENIGN
4819670428640.375,-122937717059.39465,-87029066.92829663,41118608.962991595,26750656.034067083,-5700313.175913896,188968.42553795694,15592.359141380846,-13312.573021903914,77702.22623365273,BENIGN
-89015294290721.44,-626976587891.8347,-3462569.4590094686,-11851902.150420014,-10734882.212637797,-787333.2502464121,3028.5832985517573,-43712.982506519125,10407.271893322937,-109367.01105853738,BENIGN
-164137690433881.16,-639019216426.0955,-11481139.3466423,-12722880.808240611,-6709905.016820088,-654926.4110708232,7095.838448647075,-43968.42624375688,9226.248924319345,-93931.20168474238,BENIGN
-75058975362474.75,-611454115980.9521,-38839205.6910493,12058159.845211484,-7752307.98690027,-2112423.961421774,31052.62255173593,-37993.35289465987,4079.4856165955425,-54009.03302091566,BENIGN
-66649683399429.31,-550372700796.2169,-31363465.959727317,6786185.713295467,605856.514175877,-61887.870916255284,5644.90995770221,-37945.18856953422,5438.3861134533,-51398.91222200819,BENIGN
65074429565083.69,-569708648569.133,6284991.296984866,-6026071.810850967,-17484591.117567383,-1600479.354052368,-13173.315138554859,-2686.066104114552,2320.0571855839517,9805.23947297583,BENIGN
485206449732070.5,-151721484350.20312,150321592.2441777,-72192630.53511414,15835537.701252911,-4175059.1576651037,158705.27741796905,-37204.63068642959,4731.664678383018,-136860.96705195375,BENIGN
270754666495967.25,-214033096482.87537,43692766.10791026,-19562881.286175076,16761596.504345667,-2847810.746219704,101551.80225174212,11596.489678142942,-8013.309930850803,56329.00332635291,BENIGN
-25801322883225.5,-316039461517.369,130676551.93995078,-99269655.97779585,15766807.356843192,-7152980.775769386,206115.76321318126,-58114.2653221075,2773.534665256546,-65198.15692909499,BENIGN
98926375096941.19,-523121039287.4413,49403240.33745496,-32226773.601408903,-10838851.445928339,-2554472.709116793,42117.81743666812,-33576.168581701444,7253.708304318174,-96520.3395888653,BENIGN
76733287919311.0,-576057850133.3503,13080528.976451114,-9562520.93695091,-20953521.534030974,-1903077.7870080017,285.2132199834796,-41061.591499968206,10814.226116216534,-101344.03279978005,BENIGN
294080145156115.25,-449962880650.47473,72218115.25852625,-32119446.404258225,-13420050.14263605,-1661678.22584861,25961.815199131855,-51816.76156471986,13474.432664306205,-181079.61674823056,BENIGN
135759427869328.31,-225101320418.83008,239888147.96551526,-20564169.39455202,-16572313.364454165,579618.3460928453,58767.74200445319,624288.9335741773,-103696.02863436157,219558.1736286941,BENIGN
73651005858524.31,-498755260268.8693,-6014178.164448008,1212539.260695804,-2707321.7116919607,-4744385.206662919,111700.13597298572,-439.4324452292349,-2785.626744493995,-43555.878445153045,BENIGN
290314944769905.6,-331643119081.596,49805501.69438009,-19991971.721125644,8815096.81917743,-1611005.4537333823,73239.38984657894,-35454.143514726326,5826.810093206739,-108839.00205362041,BENIGN
44044490219586.0,-114459683814.32605,-133279853.22489446,74290972.71148273,21324340.65844355,3796225.99043781,-47427.74681168709,5268.45031777272,-7132.660266922701,105087.32140090506,BENIGN
333258697875285.25,431721091189.8319,-41104495.52906919,28240108.284197826,41854733.81825264,-13110784.21428043,438520.29380302405,44099.10116129393,-14373.95829484276,-107924.44093508972,BENIGN
-127390404355712.88,-453643531659.03577,6414767.345866933,-24889181.576817717,16406325.98665965,-8358690.398783535,260165.04035806013,-56872.5403713505,521.9171402115826,-159440.5299775044,BENIGN
254278513840117.25,-354776277117.4855,12841205.69081992,1659496.1027779765,3024770.1829228066,2666405.6887199716,-65195.78489601849,-19544.08336805242,410.6437031727546,45930.39733670427,BENIGN
247343777100677.75,-306921590072.74896,53281871.5548145,-25860189.75971512,8851816.98376805,4432706.364947734,-105818.16927209591,-8319.236130385143,-2634.06618339715,133884.5513773291,BENIGN
16913987029066.125,-582493862033.5593,-1130413.646241501,-5197830.445840988,-12473186.209267754,-744437.075028602,-11260.92185005872,-40092.60774136409,8014.353450905215,-64018.492288392314,BENIGN
21609882220415.438,-601659141776.0623,-2587382.977630675,-3527938.7887080275,-19618982.068985812,-370305.22531895665,-34589.995633162536,-36878.055230395155,9818.9128669126,-81974.43219697344,BENIGN
-94872440603076.47,-654624323323.8492,-25489413.582196593,2535039.738321848,-16549147.110839631,-1342491.2414254542,-6822.744262767987,-39059.88618875505,8491.180510527975,-64924.608086637134,BENIGN
-102398439410275.88,-639360798363.0579,-18993534.020444915,-2678835.221724458,-11580971.00400535,-1200160.2553844776,9524.4008871542,-39812.40706492592,7069.239708239929,-104606.84959741158,BENIGN
123180501704154.31,-350539246687.131,-31712811.22015287,19049269.11049342,12568839.386642616,-4068844.9035381563,147953.5811904424,-37831.27088143384,4614.409384104292,-148656.87088733693,BENIGN
-111062551636840.1,3338830026614.331,-565504941.5972393,276627759.33445585,28278762.64470871,4676000.733773168,-46255.694909446276,52628.33462102172,-17681.065176932883,152860.40670289705,BENIGN
-193267109273698.47,1693303694343.7456,-302082466.817051,129925858.55553807,45168653.27636935,5457538.203794379,-38144.45809343041,3606.4771103457424,-13139.092702085385,190087.65854521727,BENIGN
385832954196355.5,-144644614292.44092,3604981.194445312,14867931.811559225,5051632.262872536,6206656.490792496,-144370.13997844068,5682.966464711793,-435.20175504706276,77549.70421450524,BENIGN
-64312752212013.75,-193899712607.3269,120693750.92105038,-98505647.45308627,26675529.119497012,-399076.07838806836,93227.84009952363,-86902.89618999753,12037.65673042768,-145888.27788218504,BENIGN
-57755860284027.81,762352512972.5778,-145275244.29506665,56580034.055232815,60104924.50506878,-11649097.71104632,439393.9452377573,-43912.473036080904,-8497.533368445522,-101765.8940114645,BENIGN
-4918118052349.75,520728782936.5917,-239826910.50682497,127804629.52765237,31996385.16329689,4262729.388979662,-64652.61545715309,75307.58264829652,-25191.517556441748,352221.82528534357,BENIGN
-195884018143509.8,1673431224567.642,216284416.71532178,-206278899.63914752,37526074.61075507,19912795.019218136,-347283.28889223264,33587.159777046814,18797.838230443875,-51247.664953407046,BENIGN
24329309863734.438,1707843635294.1836,-176671179.76557592,66987099.42042144,43072297.04453255,-7400167.139562711,245729.83992431095,139798.54798139143,-37953.49252179961,324204.7328286655,BENIGN
-1135636716966.0,993544638302.5092,-47210353.805724666,-5168807.858989518,46998392.882316336,7052139.947241694,-165273.88459475953,-46831.321362732546,-28894.555770390136,662623.2260005766,BENIGN
-26001651583156.875,3139343147865.061,-443925228.16383266,208642491.93747813,37692665.75285603,7265889.168568257,-85555.44681499747,-4889.578744146696,-9231.78106205553,130226.4610109127,BENIGN
-115969962852743.34,-349536440300.93634,-22372476.562603697,-6966876.721039016,21377254.448505726,-2135094.7055139323,104453.19548971404,-51872.18276800965,2264.4608528944773,-43402.568430157175,BENIGN
-95530077068877.4,-388081524780.07416,-88647267.85254773,38470142.89772443,16886922.219770167,-1185954.0233778337,70945.92924298524,-43154.098485486305,1785.8496604753964,-30787.986477473125,BENIGN
198004499990618.56,-470065421700.0163,48767469.9538853,-24276119.328689646,-9906169.323828556,-2215740.241863249,29591.641316510726,21132.671724934706,-832.8977283595086,-15500.691817016428,BENIGN
34613182060717.625,-526590495955.451,45644579.69185139,-35127902.44070904,-6803404.826163664,-3783736.822038789,79997.49401304223,-29973.62381029922,5696.221967346828,-90740.51679864814,BENIGN
-129295005667219.28,-676103103802.0736,-29367869.550306164,2533789.069303654,-20217266.625606894,-3169227.501879113,28963.294979151407,-33543.72252553319,7456.237809903738,-75901.06124535999,BENIGN
-47824279257947.69,-627599132904.4896,-6173981.283427864,-6593589.342057411,-17524739.665681317,-3169267.2016094076,39849.87548847603,-34492.397858269374,7746.55998987746,-97906.5419635475,BENIGN
110861331263481.06,-547335387621.0065,34600498.1573482,-21134335.332483415,-14356586.711078823,-2657870.958916172,29205.547082046807,-42718.07599921644,7011.296610191381,-72949.3986414888,BENIGN
56526591900687.56,-591760842740.895,8413856.561007723,-7958919.712760348,-26163698.22401321,-721109.9132097759,-39077.89693979507,-40927.90941764779,12815.91432461084,-109642.6525231915,BENIGN
45098991835258.875,-592781748176.1194,8674149.68490912,-9086715.99137998,-20787104.25139732,-1657168.8951085608,-2844.0515619522857,-47033.804489882685,11761.333533278503,-115387.93106091858,BENIGN
-116707640183704.31,-681295936344.2816,-34965916.48715439,7339822.630838729,-26243788.177998193,-916417.4146852349,-41081.413771537045,-36753.767997286974,10676.054921925865,-65349.73534658892,BENIGN
298970502190888.4,-452953686743.1325,69946477.78437458,-29669451.476984758,-15496222.506023943,-1135158.280673504,-38713.73191681485,-21505.737738437634,-1078.120215566385,87267.91432186135,BENIGN
32055183713402.625,-599590804067.0796,5848654.352997199,-8226595.609707419,-21512084.064714693,-1394508.5559155277,-10137.29205296212,-44991.06803943838,12083.629489906521,-116926.58867034761,BENIGN
-14763344714091.0,-626516909444.7693,-5472068.367731214,-4052529.4511207826,-24361165.598024856,-1382243.689422496,-43939.10067276996,-32053.2557036371,4965.387066060925,28085.39198471728,BENIGN
-171016565365046.12,-708418804313.084,-45132707.97563407,9834679.877736285,-25462055.180675298,-2358262.372907918,-2842.77265134806,-42329.32056707249,10774.6434860283,-78666.95776648783,BENIGN
133394729170739.38,-466668338679.38824,20638321.926826,-11880996.177187983,1858377.3424152173,-6362887.100587515,176435.8103114894,-39715.411954560885,5920.850518933297,-170526.15789240858,BENIGN
68808032553794.44,-582095528493.1104,15269318.33740136,-10930938.50060187,-22862628.983807366,-2047152.0424172792,-50352.10798165745,22506.244795461345,-8531.441873418187,204021.18402614334,BENIGN
548929795824514.6,21108999243947.285,-1771021054.9462712,780862638.3522513,-383969510.116484,38974694.14178533,-1898913.4788912206,564764.9073427925,-12046.057038171253,458249.4443240246,BENIGN
513171151848098.0,122643067827.45642,-9909902.560704514,31858487.787817948,-929957.6199182868,19114318.597164705,-635024.2025708784,348855.5094970257,-74898.17405040773,1310882.9698804156,BENIGN
-36729098430176.375,-628441449961.5981,-10406174.510577068,-2888138.3364785425,-18165496.759705376,-515761.07233794266,-25416.64807158388,-39320.50220594814,10286.993504323666,-92015.13216008604,BENIGN
180875229932683.62,-297433199150.9781,-61620255.402180836,42715598.79956057,3454788.2247218825,407582.2748058401,-10807.934439159337,8883.176486411885,-3476.8503966517965,53963.52232789339,BENIGN
-97034453219891.31,-665727500737.98,-29435642.021256648,5178198.763461284,-22535862.20854356,-1277301.7061261286,-27549.637771464244,-18284.62728259201,3141.5873145077057,-33964.997842959034,BENIGN
343074703758564.9,59452848187.17163,-40077806.996729344,36739641.79709208,13183089.739512775,862935.2295580516,-56860.84012135661,199811.6012456101,-43389.8946936503,547346.7926700239,BENIGN
68195271798683.94,281110967379.86816,-185381429.81021512,103897347.58711137,16207281.60294092,-314391.1564130327,-42864.038883080124,229928.0988078387,-55152.669275586144,691396.7909826116,BENIGN
87465280950133.81,-304508670004.83234,-36959344.0712031,19463807.75996376,9359426.614637371,-552759.4728435599,-7395.075336256587,66064.85584770364,-21364.57776280767,293638.8094672852,BENIGN
193873918705957.8,-500851551143.2968,45466310.43301584,-22169730.092097286,-14283840.32574613,-2038748.8842693765,26845.458601413808,-40225.15081903257,9808.197859189651,-133726.39497594282,BENIGN
-256290392021777.94,772952631212.2067,-415099964.0473858,214600422.02171764,34155535.50754453,78010.60670140618,108479.88916452011,-20471.064209446587,-7640.339316410724,-120783.44062949863,BENIGN
